model_name,provider,category,release_date,release_year,arena_elo,benchmark,score
Claude 3.7 Sonnet,Anthropic,frontier,2025-02-24,2025,1360.0,truthfulqa,62.1
Gemini 2.5 Flash,Google,frontier,2025-03-25,2025,1390.0,truthfulqa,60.1
Gemini 2.5 Pro,Google,frontier,2025-03-25,2025,1430.0,truthfulqa,63.0
LLaMA 4 Scout,Meta,frontier,2025-04-05,2025,1340.0,truthfulqa,50.0
LLaMA 4 Maverick,Meta,frontier,2025-04-05,2025,1380.0,truthfulqa,52.3
o3,OpenAI,frontier,2025-04-16,2025,1390.0,truthfulqa,65.1
o4 mini,OpenAI,frontier,2025-04-16,2025,1400.0,truthfulqa,61.9
Qwen3 235B MoE,Alibaba,frontier,2025-04-28,2025,1390.0,truthfulqa,52.0
GPT-5,OpenAI,frontier,2025-05-01,2025,1450.0,truthfulqa,66.8
Mistral Large 3,Mistral AI,frontier,2025-05-01,2025,1370.0,truthfulqa,52.8
Claude Haiku 4.5,Anthropic,frontier,2025-07-01,2025,,truthfulqa,53.9
Claude Opus 4.5,Anthropic,frontier,2025-07-01,2025,,truthfulqa,63.9
Claude Sonnet 4.5,Anthropic,frontier,2025-07-01,2025,,truthfulqa,63.2
Grok 4,xAI,frontier,2025-07-01,2025,1491.0,truthfulqa,64.7
Gemini 3 Flash,Google,frontier,2025-08-01,2025,1445.0,truthfulqa,61.9
Gemini 3 Pro,Google,frontier,2025-09-01,2025,1480.0,truthfulqa,66.0
Mercury 2,Inception Labs,frontier,2025-09-01,2025,1280.0,truthfulqa,57.3
Claude Opus 4.6,Anthropic,frontier,2025-10-01,2025,1503.0,truthfulqa,64.9
Claude Sonnet 4.6,Anthropic,frontier,2025-10-01,2025,1420.0,truthfulqa,63.9
GPT-5.1,OpenAI,frontier,2025-11-13,2025,1460.0,truthfulqa,67.7
Kimi K2.6,Moonshot AI,frontier,2025-12-01,2025,1350.0,truthfulqa,58.3
Claude Opus 4.7,Anthropic,frontier,2026-02-01,2026,,truthfulqa,66.0
GPT-5.4,OpenAI,frontier,2026-02-01,2026,1484.0,truthfulqa,69.4
Gemini 3.1 Pro,Google,frontier,2026-03-01,2026,1500.0,truthfulqa,66.7
GPT-J 6B,EleutherAI,research,2021-06-04,2021,,truthfulqa,29.5
Gopher 280B,DeepMind,research,2021-12-08,2021,,truthfulqa,43.3
Chinchilla 70B,DeepMind,research,2022-03-29,2022,,truthfulqa,45.1
GPT-NeoX 20B,EleutherAI,research,2022-04-14,2022,,truthfulqa,31.8
OPT 66B,Meta AI,research,2022-05-02,2022,,truthfulqa,38.9
OPT 30B,Meta AI,research,2022-05-02,2022,,truthfulqa,37.4
OPT 6.7B,Meta AI,research,2022-05-02,2022,,truthfulqa,35.6
OPT 1.3B,Meta AI,research,2022-05-02,2022,,truthfulqa,31.3
OPT 13B,Meta AI,research,2022-05-02,2022,,truthfulqa,36.9
BLOOM 176B,BigScience,research,2022-07-06,2022,,truthfulqa,25.0
BLOOM 1B7,BigScience,research,2022-07-06,2022,,truthfulqa,24.0
BLOOM 3B,BigScience,research,2022-07-06,2022,,truthfulqa,26.1
BLOOM 560M,BigScience,research,2022-07-06,2022,,truthfulqa,21.6
BLOOM 7B1,BigScience,research,2022-07-06,2022,,truthfulqa,27.7
GLM-130B,Tsinghua/Zhipu,research,2022-10-05,2022,,truthfulqa,33.1
FLAN-T5 XL,Google,research,2022-10-20,2022,,truthfulqa,43.1
FLAN-T5 Base,Google,research,2022-10-20,2022,,truthfulqa,35.8
FLAN-T5 Large,Google,research,2022-10-20,2022,,truthfulqa,38.7
FLAN-T5 Small,Google,research,2022-10-20,2022,,truthfulqa,32.7
FLAN-T5 XXL,Google,research,2022-10-20,2022,,truthfulqa,52.3
BLOOMZ 176B,BigScience,research,2022-11-03,2022,,truthfulqa,37.2
LLaMA 1 13B,Meta,research,2023-02-24,2023,,truthfulqa,36.2
LLaMA 1 30B,Meta,research,2023-02-24,2023,,truthfulqa,37.7
LLaMA 1 65B,Meta,research,2023-02-24,2023,,truthfulqa,42.3
LLaMA 1 7B,Meta,research,2023-02-24,2023,,truthfulqa,32.7
FLAN-UL2,Google,research,2023-03-10,2023,,truthfulqa,52.9
Pythia 12B,EleutherAI,research,2023-04-03,2023,,truthfulqa,30.6
Pythia 1B,EleutherAI,research,2023-04-03,2023,,truthfulqa,29.0
Pythia 2.8B,EleutherAI,research,2023-04-03,2023,,truthfulqa,30.9
Pythia 6.9B,EleutherAI,research,2023-04-03,2023,,truthfulqa,33.1
Dolly 12B,Databricks,research,2023-04-12,2023,,truthfulqa,40.1
StableLM Alpha 7B,Stability AI,research,2023-04-19,2023,,truthfulqa,29.1
StableLM Alpha 3B,Stability AI,research,2023-04-19,2023,,truthfulqa,25.1
MPT 7B,MosaicML,research,2023-05-05,2023,,truthfulqa,30.8
RedPajama 3B,Together AI,research,2023-05-05,2023,,truthfulqa,27.2
RedPajama 7B,Together AI,research,2023-05-05,2023,,truthfulqa,31.9
Falcon 40B,TII,research,2023-05-22,2023,,truthfulqa,33.0
WizardLM 13B,WizardLM,research,2023-05-26,2023,,truthfulqa,43.9
MPT 30B,MosaicML,research,2023-06-22,2023,,truthfulqa,35.3
LLaMA 2 7B Chat,Meta,research,2023-07-18,2023,,truthfulqa,45.9
LLaMA 2 13B,Meta,research,2023-07-18,2023,,truthfulqa,41.7
LLaMA 2 13B Chat,Meta,research,2023-07-18,2023,,truthfulqa,48.1
LLaMA 2 70B,Meta,research,2023-07-18,2023,,truthfulqa,45.2
LLaMA 2 70B Chat,Meta,research,2023-07-18,2023,,truthfulqa,50.4
LLaMA 2 7B,Meta,research,2023-07-18,2023,,truthfulqa,38.6
Falcon 180B,TII,research,2023-09-06,2023,,truthfulqa,40.3
Mistral 7B,Mistral AI,research,2023-09-27,2023,,truthfulqa,41.7
OpenChat 3.5,OpenChat,research,2023-10-12,2023,,truthfulqa,52.3
Zephyr 7B Beta,HuggingFace H4,research,2023-11-08,2023,,truthfulqa,58.5
OpenHermes 2.5,NousResearch,research,2023-11-10,2023,,truthfulqa,52.0
Orca 2 13B,Microsoft Research,research,2023-11-18,2023,,truthfulqa,50.9
Mistral 7B Instruct v0.2,Mistral AI,research,2023-12-11,2023,,truthfulqa,50.1
Mixtral 8x7B,Mistral AI,research,2023-12-11,2023,,truthfulqa,46.2
Mixtral 8x7B Instruct,Mistral AI,research,2023-12-11,2023,,truthfulqa,51.7
Grok 1,xAI,research,2024-03-17,2024,,truthfulqa,45.0
Mixtral 8x22B,Mistral AI,research,2024-04-10,2024,,truthfulqa,49.1
LLaMA 3 70B,Meta,research,2024-04-18,2024,,truthfulqa,44.8
LLaMA 3 70B Instruct,Meta,research,2024-04-18,2024,,truthfulqa,52.2
LLaMA 3 8B,Meta,research,2024-04-18,2024,,truthfulqa,43.8
LLaMA 3 8B Instruct,Meta,research,2024-04-18,2024,,truthfulqa,51.6
Phi-3 Mini 128K,Microsoft,research,2024-04-23,2024,,truthfulqa,45.1
Falcon 2 11B,TII,research,2024-05-14,2024,,truthfulqa,42.8
Phi-3 Medium 4K,Microsoft,research,2024-05-21,2024,,truthfulqa,47.3
Qwen 2 72B Instruct,Alibaba,research,2024-06-07,2024,,truthfulqa,46.6
Nemotron 4 340B,NVIDIA,research,2024-06-14,2024,,truthfulqa,47.8
Gemma 2 27B,Google,research,2024-06-27,2024,,truthfulqa,48.0
Gemma 2 9B,Google,research,2024-06-27,2024,,truthfulqa,45.8
Mistral Nemo,Mistral AI,research,2024-07-18,2024,,truthfulqa,43.1
LLaMA 3.1 405B,Meta,research,2024-07-23,2024,,truthfulqa,48.0
LLaMA 3.1 70B,Meta,research,2024-07-23,2024,,truthfulqa,46.7
LLaMA 3.1 70B Instruct,Meta,research,2024-07-23,2024,,truthfulqa,53.5
LLaMA 3.1 8B,Meta,research,2024-07-23,2024,,truthfulqa,44.5
LLaMA 3.1 8B Instruct,Meta,research,2024-07-23,2024,,truthfulqa,51.8
Qwen 2.5 72B,Alibaba,research,2024-09-19,2024,,truthfulqa,50.2
LLaMA 3.2 90B Vision,Meta,research,2024-09-25,2024,,truthfulqa,45.7
LLaMA 3.2 3B,Meta,research,2024-09-25,2024,,truthfulqa,40.2
LLaMA 3.2 11B Vision,Meta,research,2024-09-25,2024,,truthfulqa,44.2
LLaMA 3.2 1B,Meta,research,2024-09-25,2024,,truthfulqa,36.6
OLMo 2 7B,AllenAI,research,2024-11-21,2024,,truthfulqa,39.9
Command R7B,Cohere,research,2024-12-05,2024,,truthfulqa,44.8
LLaMA 3.3 70B Instruct,Meta,research,2024-12-06,2024,,truthfulqa,52.9
Phi-4,Microsoft,research,2024-12-12,2024,,truthfulqa,51.7
Gemma 3 27B,Google,research,2025-03-12,2025,,truthfulqa,49.1
Phi-4 Reasoning,Microsoft,research,2025-04-01,2025,,truthfulqa,54.3
GPT-3 Ada,OpenAI,frontier,2020-06-11,2020,,winogrande,43.9
GPT-3 Babbage,OpenAI,frontier,2020-06-11,2020,,winogrande,51.8
GPT-3 Curie,OpenAI,frontier,2020-06-11,2020,,winogrande,60.3
GPT-3 Davinci,OpenAI,frontier,2020-06-11,2020,,winogrande,69.9
InstructGPT text-davinci-001,OpenAI,frontier,2022-01-27,2022,,winogrande,72.1
InstructGPT text-davinci-002,OpenAI,frontier,2022-03-15,2022,,winogrande,73.1
PaLM 62B,Google,frontier,2022-04-04,2022,,winogrande,77.7
PaLM 8B,Google,frontier,2022-04-04,2022,,winogrande,73.0
PaLM 540B,Google,frontier,2022-04-04,2022,,winogrande,76.9
InstructGPT text-davinci-003,OpenAI,frontier,2022-11-28,2022,,winogrande,76.3
GPT-3.5 Turbo,OpenAI,frontier,2022-11-30,2022,1106.0,winogrande,76.7
Claude 1,Anthropic,frontier,2023-03-14,2023,1100.0,winogrande,78.4
GPT-4,OpenAI,frontier,2023-03-14,2023,1163.0,winogrande,87.2
PaLM 2 Bison,Google,frontier,2023-05-10,2023,,winogrande,78.2
PaLM 2 Gecko,Google,frontier,2023-05-10,2023,,winogrande,71.3
PaLM 2 Unicorn,Google,frontier,2023-05-10,2023,,winogrande,79.9
GPT-3.5 Turbo 16k,OpenAI,frontier,2023-06-13,2023,1108.0,winogrande,76.9
GPT-4 0613,OpenAI,frontier,2023-06-13,2023,1152.0,winogrande,87.8
Claude 1.3,Anthropic,frontier,2023-07-10,2023,1105.0,winogrande,78.6
Claude 2,Anthropic,frontier,2023-07-11,2023,1115.0,winogrande,80.5
GPT-4 Turbo 1106,OpenAI,frontier,2023-11-06,2023,1243.0,winogrande,88.2
Claude 2.1,Anthropic,frontier,2023-11-21,2023,1119.0,winogrande,80.3
Gemini 1.0 Nano,Google,frontier,2023-12-06,2023,,winogrande,70.2
Gemini 1.0 Pro,Google,frontier,2023-12-06,2023,,winogrande,75.3
Gemini 1.0 Ultra,Google,frontier,2023-12-06,2023,,winogrande,82.3
GLM-4,Zhipu AI,frontier,2024-01-16,2024,1178.0,winogrande,78.3
GPT-4 Turbo 0125,OpenAI,frontier,2024-01-25,2024,1248.0,winogrande,87.7
Gemini 1.5 Pro,Google,frontier,2024-02-15,2024,1262.0,winogrande,80.5
Mistral Large,Mistral AI,frontier,2024-02-26,2024,1157.0,winogrande,78.9
Claude 3 Haiku,Anthropic,frontier,2024-03-04,2024,1179.0,winogrande,75.8
Claude 3 Opus,Anthropic,frontier,2024-03-04,2024,1249.0,winogrande,83.2
Claude 3 Sonnet,Anthropic,frontier,2024-03-04,2024,1201.0,winogrande,79.7
Command R+,Cohere,frontier,2024-04-04,2024,1195.0,winogrande,79.3
GPT-4o,OpenAI,frontier,2024-05-13,2024,1285.0,winogrande,88.2
Gemini 1.5 Flash,Google,frontier,2024-05-14,2024,1234.0,winogrande,78.3
Claude 3.5 Sonnet,Anthropic,frontier,2024-06-21,2024,1306.0,winogrande,84.7
GPT-4o mini,OpenAI,frontier,2024-07-18,2024,1272.0,winogrande,84.2
Mistral Large 2,Mistral AI,frontier,2024-07-24,2024,1251.0,winogrande,83.1
GPT-4o 2024-08-06,OpenAI,frontier,2024-08-06,2024,1290.0,winogrande,88.4
Grok 2,xAI,frontier,2024-08-13,2024,1268.0,winogrande,83.6
o1 mini,OpenAI,frontier,2024-09-12,2024,1304.0,winogrande,85.7
o1-preview,OpenAI,frontier,2024-09-12,2024,1312.0,winogrande,88.6
Gemini 1.5 Flash 8B,Google,frontier,2024-10-03,2024,,winogrande,75.4
Claude 3.5 Sonnet v2,Anthropic,frontier,2024-10-22,2024,,winogrande,85.5
Claude 3.5 Haiku,Anthropic,frontier,2024-11-04,2024,1262.0,winogrande,79.0
Nova Lite,Amazon,frontier,2024-12-03,2024,1150.0,winogrande,77.2
Nova Pro,Amazon,frontier,2024-12-03,2024,1200.0,winogrande,80.7
o1,OpenAI,frontier,2024-12-05,2024,1320.0,winogrande,88.3
DeepSeek V3,DeepSeek,frontier,2024-12-26,2024,1370.0,winogrande,83.9
Gemini 2.0 Flash,Google,frontier,2025-01-15,2025,1354.0,winogrande,85.2
DeepSeek R1,DeepSeek,frontier,2025-01-20,2025,1380.0,winogrande,85.3
Kimi K1.5,Moonshot AI,frontier,2025-01-22,2025,1320.0,winogrande,84.1
o3 mini,OpenAI,frontier,2025-01-31,2025,1355.0,winogrande,87.6
Gemini 2.0 Flash Lite,Google,frontier,2025-02-01,2025,,winogrande,80.7
Grok 3,xAI,frontier,2025-02-17,2025,1402.0,winogrande,87.3
Claude 3.7 Sonnet,Anthropic,frontier,2025-02-24,2025,1360.0,winogrande,87.1
Gemini 2.5 Flash,Google,frontier,2025-03-25,2025,1390.0,winogrande,86.4
Gemini 2.5 Pro,Google,frontier,2025-03-25,2025,1430.0,winogrande,87.9
LLaMA 4 Scout,Meta,frontier,2025-04-05,2025,1340.0,winogrande,81.1
LLaMA 4 Maverick,Meta,frontier,2025-04-05,2025,1380.0,winogrande,84.2
o3,OpenAI,frontier,2025-04-16,2025,1390.0,winogrande,90.3
o4 mini,OpenAI,frontier,2025-04-16,2025,1400.0,winogrande,89.1
Qwen3 235B MoE,Alibaba,frontier,2025-04-28,2025,1390.0,winogrande,84.6
GPT-5,OpenAI,frontier,2025-05-01,2025,1450.0,winogrande,90.9
Mistral Large 3,Mistral AI,frontier,2025-05-01,2025,1370.0,winogrande,84.6
Claude Haiku 4.5,Anthropic,frontier,2025-07-01,2025,,winogrande,82.1
Claude Opus 4.5,Anthropic,frontier,2025-07-01,2025,,winogrande,88.2
Claude Sonnet 4.5,Anthropic,frontier,2025-07-01,2025,,winogrande,87.8
Grok 4,xAI,frontier,2025-07-01,2025,1491.0,winogrande,89.2
Gemini 3 Flash,Google,frontier,2025-08-01,2025,1445.0,winogrande,87.4
Gemini 3 Pro,Google,frontier,2025-09-01,2025,1480.0,winogrande,89.9
Mercury 2,Inception Labs,frontier,2025-09-01,2025,1280.0,winogrande,85.6
Claude Opus 4.6,Anthropic,frontier,2025-10-01,2025,1503.0,winogrande,88.9
Claude Sonnet 4.6,Anthropic,frontier,2025-10-01,2025,1420.0,winogrande,88.2
GPT-5.1,OpenAI,frontier,2025-11-13,2025,1460.0,winogrande,91.4
Kimi K2.6,Moonshot AI,frontier,2025-12-01,2025,1350.0,winogrande,86.7
Claude Opus 4.7,Anthropic,frontier,2026-02-01,2026,,winogrande,89.3
GPT-5.4,OpenAI,frontier,2026-02-01,2026,1484.0,winogrande,92.1
Gemini 3.1 Pro,Google,frontier,2026-03-01,2026,1500.0,winogrande,90.1
T5 Base,Google,research,2020-02-24,2020,,winogrande,57.8
T5 Large,Google,research,2020-02-24,2020,,winogrande,59.8
T5 Small,Google,research,2020-02-24,2020,,winogrande,54.8
T5 XL,Google,research,2020-02-24,2020,,winogrande,62.2
T5 XXL,Google,research,2020-02-24,2020,,winogrande,64.1
GPT-J 6B,EleutherAI,research,2021-06-04,2021,,winogrande,63.8
Gopher 280B,DeepMind,research,2021-12-08,2021,,winogrande,69.9
Chinchilla 70B,DeepMind,research,2022-03-29,2022,,winogrande,74.4
GPT-NeoX 20B,EleutherAI,research,2022-04-14,2022,,winogrande,68.3
OPT 66B,Meta AI,research,2022-05-02,2022,,winogrande,69.3
OPT 30B,Meta AI,research,2022-05-02,2022,,winogrande,67.3
OPT 6.7B,Meta AI,research,2022-05-02,2022,,winogrande,65.3
OPT 1.3B,Meta AI,research,2022-05-02,2022,,winogrande,59.4
OPT 13B,Meta AI,research,2022-05-02,2022,,winogrande,66.2
BLOOM 176B,BigScience,research,2022-07-06,2022,,winogrande,61.4
BLOOM 1B7,BigScience,research,2022-07-06,2022,,winogrande,56.8
BLOOM 3B,BigScience,research,2022-07-06,2022,,winogrande,60.1
BLOOM 560M,BigScience,research,2022-07-06,2022,,winogrande,53.8
BLOOM 7B1,BigScience,research,2022-07-06,2022,,winogrande,63.8
GLM-130B,Tsinghua/Zhipu,research,2022-10-05,2022,,winogrande,64.9
FLAN-T5 XL,Google,research,2022-10-20,2022,,winogrande,62.6
FLAN-T5 Base,Google,research,2022-10-20,2022,,winogrande,59.0
FLAN-T5 Large,Google,research,2022-10-20,2022,,winogrande,61.3
FLAN-T5 Small,Google,research,2022-10-20,2022,,winogrande,55.7
BLOOMZ 176B,BigScience,research,2022-11-03,2022,,winogrande,61.9
LLaMA 1 13B,Meta,research,2023-02-24,2023,,winogrande,73.0
LLaMA 1 30B,Meta,research,2023-02-24,2023,,winogrande,75.9
LLaMA 1 65B,Meta,research,2023-02-24,2023,,winogrande,76.7
LLaMA 1 7B,Meta,research,2023-02-24,2023,,winogrande,70.2
BloombergGPT,Bloomberg,research,2023-03-30,2023,,winogrande,71.7
Pythia 12B,EleutherAI,research,2023-04-03,2023,,winogrande,70.4
Pythia 1B,EleutherAI,research,2023-04-03,2023,,winogrande,59.7
Pythia 2.8B,EleutherAI,research,2023-04-03,2023,,winogrande,62.0
Pythia 6.9B,EleutherAI,research,2023-04-03,2023,,winogrande,65.1
Dolly 12B,Databricks,research,2023-04-12,2023,,winogrande,63.9
StableLM Alpha 7B,Stability AI,research,2023-04-19,2023,,winogrande,66.7
StableLM Alpha 3B,Stability AI,research,2023-04-19,2023,,winogrande,63.2
MPT 7B,MosaicML,research,2023-05-05,2023,,winogrande,68.7
RedPajama 3B,Together AI,research,2023-05-05,2023,,winogrande,64.7
RedPajama 7B,Together AI,research,2023-05-05,2023,,winogrande,69.1
Falcon 40B,TII,research,2023-05-22,2023,,winogrande,77.8
WizardLM 13B,WizardLM,research,2023-05-26,2023,,winogrande,73.2
MPT 30B,MosaicML,research,2023-06-22,2023,,winogrande,73.5
LLaMA 2 7B Chat,Meta,research,2023-07-18,2023,,winogrande,70.8
LLaMA 2 13B,Meta,research,2023-07-18,2023,,winogrande,72.9
LLaMA 2 13B Chat,Meta,research,2023-07-18,2023,,winogrande,73.6
LLaMA 2 70B,Meta,research,2023-07-18,2023,,winogrande,78.6
LLaMA 2 70B Chat,Meta,research,2023-07-18,2023,,winogrande,79.8
LLaMA 2 7B,Meta,research,2023-07-18,2023,,winogrande,69.7
Falcon 180B,TII,research,2023-09-06,2023,,winogrande,79.9
Mistral 7B,Mistral AI,research,2023-09-27,2023,,winogrande,73.0
OpenChat 3.5,OpenChat,research,2023-10-12,2023,,winogrande,78.9
Yi 34B,01.AI,research,2023-11-05,2023,,winogrande,79.0
Zephyr 7B Beta,HuggingFace H4,research,2023-11-08,2023,,winogrande,77.8
OpenHermes 2.5,NousResearch,research,2023-11-10,2023,,winogrande,75.7
Orca 2 13B,Microsoft Research,research,2023-11-18,2023,,winogrande,73.8
Mistral 7B Instruct v0.2,Mistral AI,research,2023-12-11,2023,,winogrande,74.1
Mixtral 8x7B,Mistral AI,research,2023-12-11,2023,,winogrande,79.4
Mixtral 8x7B Instruct,Mistral AI,research,2023-12-11,2023,,winogrande,80.0
Phi-2,Microsoft,research,2023-12-12,2023,,winogrande,73.3
InternLM2 20B,Shanghai AI Lab,research,2024-01-17,2024,,winogrande,79.0
Grok 1,xAI,research,2024-03-17,2024,,winogrande,73.7
Mixtral 8x22B,Mistral AI,research,2024-04-10,2024,,winogrande,82.7
LLaMA 3 70B,Meta,research,2024-04-18,2024,,winogrande,81.8
LLaMA 3 70B Instruct,Meta,research,2024-04-18,2024,,winogrande,81.5
LLaMA 3 8B,Meta,research,2024-04-18,2024,,winogrande,73.2
LLaMA 3 8B Instruct,Meta,research,2024-04-18,2024,,winogrande,73.1
Phi-3 Mini 128K,Microsoft,research,2024-04-23,2024,,winogrande,73.7
DeepSeek V2,DeepSeek,research,2024-05-06,2024,,winogrande,80.8
Yi 1.5 34B,01.AI,research,2024-05-13,2024,,winogrande,79.8
Falcon 2 11B,TII,research,2024-05-14,2024,,winogrande,76.1
Phi-3 Medium 4K,Microsoft,research,2024-05-21,2024,,winogrande,77.7
Qwen 2 72B Instruct,Alibaba,research,2024-06-07,2024,,winogrande,82.1
Nemotron 4 340B,NVIDIA,research,2024-06-14,2024,,winogrande,81.4
Gemma 2 27B,Google,research,2024-06-27,2024,,winogrande,78.1
Gemma 2 9B,Google,research,2024-06-27,2024,,winogrande,76.0
Mistral Nemo,Mistral AI,research,2024-07-18,2024,,winogrande,76.1
LLaMA 3.1 405B,Meta,research,2024-07-23,2024,,winogrande,84.2
LLaMA 3.1 70B,Meta,research,2024-07-23,2024,,winogrande,82.3
LLaMA 3.1 70B Instruct,Meta,research,2024-07-23,2024,,winogrande,83.0
LLaMA 3.1 8B,Meta,research,2024-07-23,2024,,winogrande,73.6
LLaMA 3.1 8B Instruct,Meta,research,2024-07-23,2024,,winogrande,74.5
Qwen 2.5 72B,Alibaba,research,2024-09-19,2024,,winogrande,83.4
Qwen 2.5 7B,Alibaba,research,2024-09-19,2024,,winogrande,78.3
LLaMA 3.2 90B Vision,Meta,research,2024-09-25,2024,,winogrande,82.3
LLaMA 3.2 3B,Meta,research,2024-09-25,2024,,winogrande,66.7
LLaMA 3.2 11B Vision,Meta,research,2024-09-25,2024,,winogrande,74.1
LLaMA 3.2 1B,Meta,research,2024-09-25,2024,,winogrande,57.7
OLMo 2 7B,AllenAI,research,2024-11-21,2024,,winogrande,74.3
Command R7B,Cohere,research,2024-12-05,2024,,winogrande,77.9
LLaMA 3.3 70B Instruct,Meta,research,2024-12-06,2024,,winogrande,83.0
Phi-4,Microsoft,research,2024-12-12,2024,,winogrande,81.1
DeepSeek R1 Distill Llama 70B,DeepSeek,research,2025-01-20,2025,,winogrande,82.0
DeepSeek R1 Distill Qwen 14B,DeepSeek,research,2025-01-20,2025,,winogrande,78.1
DeepSeek R1 Distill Qwen 32B,DeepSeek,research,2025-01-20,2025,,winogrande,79.9
DeepSeek R1 Distill Qwen 7B,DeepSeek,research,2025-01-20,2025,,winogrande,73.8
Gemma 3 27B,Google,research,2025-03-12,2025,,winogrande,80.2
Phi-4 Reasoning,Microsoft,research,2025-04-01,2025,,winogrande,82.3
Qwen3 32B,Alibaba,research,2025-04-28,2025,,winogrande,82.5
